identificador;casado_por;tipo_id;nome_sistema;classe_sistema;classe_base2;status;ativo_canonico_id
BRRBRACRA504;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;05a36b38-f58e-4404-9108-ea94210c5eb5
BRIMWLCRAAV6;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;53a75fc4-ec1f-46a3-92cf-324e647ec039
BRIMWLCRA8R6;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;e9fb472f-6dfb-4904-ad98-996452925441
BRECOACRAEU0;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;3e10c408-a510-4627-a82f-5aaa49d65ab4
BRECOACRACY6;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;3e2b010a-02a3-40d0-81c1-9af628501aa5
BRECOACRAEW6;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;fe916cb0-8520-4ac0-9fb0-5d8efdfe03b2
BRECOACRADX6;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;3fa4bc7c-ba64-436f-8809-c2ca54770d11
BRCESCCRA2A8;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ef54bd7e-e9b9-4aa6-bf0e-0ae85d482649
BRAPCSCRA0M6;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7b8278a5-f9c7-4f86-9441-16fbd863c585
BRIMWLCRA7S6;;ISIN;CRA;RF - Prefixado;;SEM_COBERTURA_BASE2;3660f90d-6c60-44d1-a089-ec7230931667
BRECOACRAF36;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;a0bb80aa-e133-4e14-920b-a94e25c8ec7c
BRHBSCCRA079;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;51733b1c-87c3-4c64-8d15-566615dd5dcb
BRIMWLCRA812;;ISIN;CRA;RF - Inflação;;SEM_COBERTURA_BASE2;be1e4297-7c17-4c55-ad6d-9ce2f84d9428
BRRBRACRA3Q1;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a09d93b4-c6a1-4964-9a14-b3d57a98e587
BRRBRACRA355;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;6fbe63d4-b115-4e49-ba77-aa551f55f130
BRIMWLCRA7Q0;;ISIN;CRA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;51d902fd-cb00-4c6b-aa73-fd19ccc7f7cb
BRVERTCRA484 | CRA02;;ISIN;CRA BANCO ABC BRASIL - CRA024001E5;RF - Pós-fixado;;SEM_COBERTURA_BASE2;c35fbf67-5174-4837-8a85-39cffb7584a7
BRIMWLCRA3T3 | CRA02;;ISIN;CRA JBS - CRA022002XN;RF - Inflação;;SEM_COBERTURA_BASE2;d2354ae3-b559-4900-90ca-9e8780f4814c
BRGAIACRI261;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;67965908-f783-4f53-8fcb-e0f9a25b0935
BRCASCCRI2A4;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;20b0a6fe-b9f9-4a82-b9e1-b059293664b4
BRRBRACRIEM7;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;e0dee42e-1ca6-4672-b51f-19d565959c52
BRRBRACRIHT5;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;78132e18-271d-492b-8d89-3483b6945fe4
BRAPCSCRIKF8;;ISIN;CRI;RF - Prefixado;;SEM_COBERTURA_BASE2;e05dd088-1edc-436f-9cd8-6c76020d8680
BRAPCSCRINH8;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;38055093-5002-4121-9b60-17eab3ca9d1c
15I0672691;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;b54c851f-1d89-46a7-82e5-d41897124526
BRAPCSCRILK6;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;228d06aa-9574-465e-9096-ec92d5ed4c8f
BRAPCSCRIAZ7;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;bcd4cc47-86ab-4b7b-be69-e85b989d7776
BRAPCSCRIG55;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;8a6702d7-43a4-4eef-9d1c-e9de33f4b288
BRRBRACRIEU0;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;782cc806-d97d-4bb4-828d-f90f88061f3f
BRRBRACRIMP3;;ISIN;CRI;RF - Prefixado;;SEM_COBERTURA_BASE2;23356eda-7b24-4c98-8b10-9270c5021af5
BRVERTCRI7S0;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;136f8ece-5687-4184-9ba7-b0cfd9e10e15
BRVERTCRICE4;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;df4ac0ff-3426-4d59-b181-c02c489e9cfc
BRAPCSCRIFY9;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a8654241-295d-4f57-afb2-b5590e0ed598
BRRBRACRIIX5;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ee72862b-29ee-4d62-b6c2-6a82c1740924
BRAPCSCRI770;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;13c05e36-5bb7-40f5-9562-ec90b9fb4078
BRCASCCRI5P5;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;67d37695-64c6-4c18-a26b-aa90562e2530
BRIMWLCRIF47;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;c0403cf9-2392-4298-baf0-1132e3743a7b
BRVERTCRI7R2;;ISIN;CRI;RF - Prefixado;;SEM_COBERTURA_BASE2;6e4f5231-3c55-4038-9031-a1b51c948c65
BRAPCSCRINY3;;ISIN;CRI;RF - Prefixado;;SEM_COBERTURA_BASE2;13cd88d4-959f-4807-839d-d0b255b243c3
BRCASCCRI1M1;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;3644f83d-8fe3-4961-994b-fe01214638c0
BRRBRACRIET2;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;edbfa508-c42d-4284-ac54-a4f4fd5d1949
BRRBRACRIHS7;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;34ff0954-86cf-4d9c-afee-9e03458eb57a
BRIMWLCRIO79;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;279fd50a-6fca-4500-8ccd-47ce7ac36d7a
BRVERTCRI4I8;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;5a6d6049-b9a9-4559-b5c0-b00458a7fd96
BRAPCSCRIL09;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;8ef40bbe-62de-4134-b4c8-55ce853e4b00
BRASTECRI3W5;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;ff96663c-3d9d-4e72-b1f9-3c62c29a0987
BRAPCSCRIIY3;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;742eb9f1-1845-412c-9fee-e75b7de57006
BRVERTCRICK1;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a7463d50-4607-49bf-bf61-a697c40bfb5c
BRAPCSCRIL17;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;e37cffba-7fe1-4381-bbd1-7fa0390d9a97
BRVERTCRI7Q4;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;fff169bc-ef66-4de9-bc00-07ea86d7351d
BRRBRACRIGX9;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;87ec4902-38ba-4efc-9396-d54e6d4fd41d
BRIMWLCRII51;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;e2db46a1-e7e8-4d1b-82ba-e7c1c85df0b3
BRRBRACRIM32;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;5e6a7f16-d788-4d42-aee9-24e0e47bb2a4
BRRBRACIR2E1;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;e169b433-9601-4f36-bb70-0eecd855d187
BRAPCSCRIKG6;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;06039ce0-c5ac-4df8-b9ce-790ebc12137e
BRRBRACIR2C5;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;c292eeff-59cc-4a6a-96ee-fd705dc4996f
BRHBSCCRIAV1;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;285f0b85-e6da-4681-8c53-1a9007b375f2
BRAPCSCRIQ95;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;59ce94ac-d048-48d0-a179-0b43ee19292f
BRHAPVCRI005;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;9d98a937-0fe5-43c5-959e-8708f92af0db
BRRBRACRIAL7;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;74c33039-57f9-421f-9a03-5e0b1bf0f20b
BRAPCSCRIQF5;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ffd04c9c-1b2d-4e0e-90c9-5d9f4195ca0f
BRRBRACRIGU5;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;0002a511-8be9-4812-b9f5-c85e293d0e9d
BRVERTCRI4J6;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;6cac33c0-7215-4463-89fb-11030e1c4ee5
BRIMWLCRIKV8;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;f5221ce3-dbeb-4640-a752-bd0cdb26a125
BRAPCSCRIL90;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;2918ad75-065f-47fb-adbf-23d4519b40a3
BRRBRACRIWW8;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;b6d100c4-0c64-4c9a-ac29-968818c05ce3
BRAPCSCRIJH6;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7e26156e-513d-466c-900c-8d902c77576e
BRIMWLCRIM97;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;32f2fe31-eaa2-43af-b64c-af770bb106e8
BRRBRACRIEK1;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;6ed17bc3-7846-428d-96c6-e584a1feca2e
BRAPCSCRIKB7;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;9c2171e1-62fe-46dd-bbcd-5abc8bcbf4b5
BRRBRACRIYH5;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;541a860a-ce8e-45af-846a-803854841216
BRIMWLCRIBY1;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;cdcf73e8-981e-4934-bf93-85c0d1c12686
BRAPCSCRIQH1;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;306580e3-f06c-46a0-aba8-232f74bdf765
BRRBRACRICZ3;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;7ebfc217-a8a7-4784-b5a9-39bb0de9ec4d
BRIMWLCRI6O9;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;9981d26b-a527-44d4-ba82-6770d2103039
BRCASCCRI3M7;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a4c55cec-cdd0-4034-a46c-f2e7cbd6db4c
BRCASCCRI3L9;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;2fac3dbd-2e6c-4e81-a9de-43aa3623c9d6
BRRBRACRI5T2;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;b9b6104f-5bbf-48a9-a66d-21d08e5d3311
BRLSECCRI2L6;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;441c6b9a-1311-4fc7-a17f-35fb7d7da559
BRIMWLCRIDY7;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;e8546e4e-37f2-46a7-8c72-66b5d1777af4
BRRBRACRI846;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;3bfe386d-04bb-4f5c-aa46-915afe14c5f3
BRCASCCRI1L3;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;573e0161-a6c6-46ec-9eed-ccaf2c23cccb
BRASTECRI4U7;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;71d95a25-7433-4158-8b4e-4ddb091effa5
BRAPCSCRI9M9;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;c93c78df-2880-44ea-8fd6-05ef401a0e5e
BRRBRACRIV98;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;e74f5ce8-19b7-42fe-8ef0-35d94c1820f0
BRCASCCRI5V3;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;996cae19-7120-44c3-9d9a-5c02fc962328
BRAPCSCRIDC0;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1b93610d-edd1-4215-9bbb-a11c60ef1384
BRRBRACRIYU8;;ISIN;CRI;RF - Prefixado;;SEM_COBERTURA_BASE2;e6e8de6f-9922-4f0a-9312-203175c474be
BRRBRACRIF07;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1d2fe729-64e8-46f8-8bb2-ebdbd5fe769e
BRLSECCRI3U5;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;5f3a4a04-6ce4-4791-8a5b-3771bf02096d
BRRBRACRIT50;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;460285ca-7dbf-4831-b642-0551b7a0b9a5
BRAPCSCRIIS5;;ISIN;CRI;RF - Prefixado;;SEM_COBERTURA_BASE2;3ae0037c-8aae-4ab4-aee1-33c1290f3253
BRRBRACRIF72;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;84ac0b67-533e-4891-b5b5-1bc7ef2af927
BRRBRACRIK00;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;69034202-6e86-49aa-ba2d-4a488d29dd1a
BRRBRACRIIY3;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;03af6a06-8fe6-4963-8fd3-7d42cc656bfc
BRIMWLCRIFK1;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;86646a1f-3625-4e4b-a01d-b6309d0ff4bd
BRHBSCCRI9W7;;ISIN;CRI;RF - Inflação;;SEM_COBERTURA_BASE2;6b1beac1-8178-48ba-b70e-e26d1ffde63c
BRRBRACRIJZ8;;ISIN;CRI;RF - Prefixado;;SEM_COBERTURA_BASE2;86d830c4-779d-4103-b39d-13f9a1f12fb2
BRIMWLCRIF70;;ISIN;CRI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a2e19a4c-0391-4183-9c4a-b9bbe5a2b607
21K0001807 | BRRBRAC;;ISIN;CRI REDE D OR - 21K0001807;RF - Inflação;;SEM_COBERTURA_BASE2;5ed1b20b-8975-419b-b5ff-369320f69be3
BRCYREACNPR4;;ISIN;CYRELA REALTPN      NM;Renda Variável;;SEM_COBERTURA_BASE2;58ec22a3-07ae-450f-a4b1-f91b5db3e527
56267236000143;;CNPJ;Chamonix High Yield FIDC RL;Multimercado;;SEM_COBERTURA_BASE2;3564bdd8-825c-457b-9c5f-74f0fc0dd96b
30317454000151;;CNPJ;DAHLIA TOTAL RETURN FICFIM;Multimercado;;SEM_COBERTURA_BASE2;c19c8bc0-62f7-445f-8182-cd7a805fd162
BRSIMHDBS044;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;9c29cfb3-cf08-42e7-aff4-0931808fb8be
BRPETRDBS0C2;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;6fc7c33d-7298-43a7-99f9-524bfd9d2e1c
BRCESPDBS2B8;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;01f806b2-fbb2-4393-a20c-b998b712f5ba
BRASERDBS013;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;fcf705a1-96d3-4096-a856-af1ddf0174e1
BRAPLSDBS020;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;fc640f87-62f6-473e-9776-530ff83d39be
BRPCARDBS0F8;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;741e525f-06df-4b0c-bc17-126485eb047f
BRBTGLDBS009;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;06e3f9ea-7c6e-4c21-8d8d-af2fec929ab7
BRRENTDBS154;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;0905fda6-a1ce-4675-808e-58df68295dce
BRCSNADBS0F9;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;f2227438-2a3d-4656-8950-4564229132a0
BRCRBDDBS025;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;0f6dcaa6-8865-4958-8928-262a7da09c6c
BRCSNADBS0I3;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;ef680f34-660b-4f64-989c-9b796935c15f
BRVERODBS034;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;12ab9c80-3d45-4d51-96cb-55a3ecd1a8b6
BRETSPDBS017;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;12d0a5aa-2015-4d36-a4fd-afc3ba0ce403
BRHRTUDBS053;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;78013847-0a7a-4244-b6c2-74264be4dfe6
BRLIGHDBS1C7;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;78ad9b41-6d55-4ce5-82f9-733a38c28080
BRGASCDBS028;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;67ab0b67-e272-4399-ac00-b2093ccfb27f
BR0HJ5DBS018;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;66e9709a-7e0b-4f7e-abb4-e9db3ad31ca8
BRENATDBS051;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;65f9fd3b-2719-48ef-8bed-4ae3cec82b83
BRBHIADBS094;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7c8c4c85-c854-4ae1-a7e9-6fdf374a54d9
BRNTENDBS005;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;ed8b2db0-d490-4521-b5cb-e8c8c0043add
BRENEVDBS083;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;7d22fd8f-1f08-4956-9910-1beff9ef9f1b
BRUTPSDBS039;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;ed150733-9735-4b45-a945-51a7d98230b7
BRMOVIDBS0J5;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;ecbdd0e8-72d0-4bbc-8f53-95541247a6c4
BRWETEDBS005;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;ec08cc17-82fa-4230-9626-2455033497ae
BRSIMHDBS077;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ea502cad-2407-45ee-ac99-e8dac9ab3852
BRTAEEDBS0P6;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;e9c7beb4-1782-464a-b0de-d2bb7e66c79c
BRENEVDBS0H4;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;e932fd96-db58-4846-acb0-20f6a2abd131
BRBHIADBO010;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;1ac3cd8a-5807-49d1-bdfa-5f6b82f11386
BRALARDBS008;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;8231ceab-7cf8-4a27-b314-8a962c1c34c2
BRCSNADBS0H5;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;e3a4ee9e-1f85-4d1e-b779-6c34ab6e0efc
BRHARGDBS003;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;84db56c1-485b-45c5-a8cd-b85cd98e2262
BRCONXDBS009;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;86088a76-b24e-4134-ba69-5286632f53c6
BRUNEGDBS007;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;867bfee7-80ca-427d-9af7-324d0e032b7f
BRCSNADBS0K9;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;1ea5cec8-70bd-40fe-bc13-cac15befafc4
BRMGLUDBS0A0;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;21f920c6-db28-4503-b7ba-75c846f7d077
BRRAILDBS092;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;e00b07e2-a7d6-46a4-ba7c-b18fd9204b1a
BRRAILDBS050;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;8a7099d6-eed4-40fc-b6fd-a7dcb12d213e
BRMOVIDBS0B2;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;df5134ee-6d6f-4aa0-9531-7c1373cc36cf
BRIBPBDBS004;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;df13ae3e-2acd-4222-aa7f-b04d25b193f2
BREKTRDBS101;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;25287855-4e68-42c6-b90f-40815c94e27a
BRRISPDBS020;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;ddbeffd2-9b4d-4b7b-9ab5-a39093bdd8ec
BRENATDBS069;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;8d3c6b77-68a8-4b4e-bd53-5b3ffbfe7a22
BRTAEEDBS0V4;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;25bc0640-5ead-4b56-9c2c-f41dae3dc4b1
BRVBCRDBS001;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;26b8fb02-8d73-4688-871e-43a2c6fc7578
BRBTGHDBS049;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;d6e87454-4365-4ba9-892a-0e84c01be4b2
BRRAILDBS043;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;d3e481e0-edc4-4f69-bccf-77ee25149d5a
BRJALLDBS002;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;8fbb416e-c3bf-43b4-948a-babab015107d
BRCSNPDBS022;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;d3d40f3d-1ed6-4e96-adeb-3f946ce1a00d
BR0HJ5DBS034;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;5a3ae0eb-7492-485e-93d8-dbf16fe037d1
BRRENTDBS1D0;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;599fdce7-d9bf-4421-a271-0a1399b8284c
BRMSGTDBS068;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;92d9c84a-1c07-4ef6-a82d-e41bed23b478
BRRISPDBS061;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;92e55a6f-16c1-4324-b165-b48a72efd812
BRJALLDBS044;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;d1678641-cca3-4a49-9c56-bd63fe8cde6e
BRELETDBS032;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;cfe9638f-ab0c-4cc3-9238-47e8cedbcb5e
BRVALEDBS0B3;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;58a87b30-24e4-4864-add8-0426be8a388a
BRENATDBS093;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;586c7f59-ea8b-4062-b4e5-226565c3eb6c
BRENATDBS044;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;2c587532-d1c0-4de0-8aab-8d662c92d80a
BRRIS4DBS022;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;ccb48c97-c370-4b23-9fa7-c4179a0888ce
BRTEPADBS049;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;96d65a39-4226-4d1a-926a-19d35fbb88a3
BRRAILDBS084;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;97120f60-742a-484f-9186-15e3ad63da65
BRIRJSDBS031;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;9724f15d-dff2-491e-8941-ba0b5cfc7e40
BRCSNADBS0J1;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;5758e786-5e86-4978-9dd3-1d2dc80fcb8e
BRBTELDBS020;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;5758b81c-7476-4ef1-9f50-a24b88e4d21d
BRRENTDBS162;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;301cb01c-a46d-4b2f-a8dc-c769689d43b5
BRENATDBS077;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;5707dada-2412-4461-af2a-4eda2154806b
BRVAMODBS074;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;98fcef48-3c58-4b42-b2c8-135a85a294b0
BRRESADBS088;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;99944c5d-3e8d-4627-976d-a5354e65b31c
BRMRFGDBS051;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;3070951e-4b42-45d0-a3af-2b89876dd72a
BRCSNADBS0L7;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;54c3a73b-7db6-4628-aa6a-3402903d1cb8
BRRRRPDBS056;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;3079a71a-dfa9-44ed-962f-5a93e3cc1a9a
BRRIS4DBS063;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;c5f9d7c9-a12d-46c4-be76-8c241b8a78c7
BRONCODBS057;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;9bb2fc2a-c23d-4a03-a1e6-23bce4e95e0d
BRCPTMDBS048;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;43b8af3c-2202-47b2-b8b5-5d380ea02066
BRIRJSDBS015;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;52e6b3f9-e951-40ec-b158-1705906c192d
BRAEGEDBS065;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;529f0018-efc4-4c8e-b962-cd3a2ce000a4
BRLIGTDBO003;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;9e21c424-5263-40d2-9f5c-e9eaaeb5c8f5
BRCMINDBS020;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;c247ffac-44f0-4558-8127-70dac0d33370
BRPETRDBS0E8;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;c2128dd6-4c10-40b1-975c-3ea9c26926bb
BRLIGHDBS0X5;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;c1b16eec-04ab-4ca2-b070-2e6459dab4bc
BRITPEDBS000;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;35407066-166e-4518-944a-67c09751b673
BRECHPDBS016;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;c01671a1-50a0-410c-a094-74410131962e
